Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03825,C00814,"P00163,P00293,P00540,P00047,P00462",01/12/2024,TKO
INV03826,C01014,"P00066,P00344,P00101",20/11/2024,CYB
INV03827,C00633,"P00470,P00205",02/05/2024,TKO
INV03828,C00447,"P00021,P00181,P00439,P00241",25/10/2024,TKO
INV03829,C00483,"P00505,P00336,P00317",02/06/2024,TKO
INV03830,C01725,"P00521,P00477,P00139,P00512,P00119",30/08/2025,TKO
INV03831,C00961,"P00515,P00365,P00433,P00233,P00168",28/03/2025,TKO
INV03832,C01374,"P00200,P00375",29/12/2025,CYB
INV03833,C00067,"P00021,P00181,P00439,P00548,P00530",23/12/2025,MK
INV03834,C01452,"P00179,P00556,P00492",11/07/2025,MK
INV03835,C00031,"P00021,P00181,P00439,P00418,P00114",05/06/2025,TKO
INV03836,C01557,P00525,16/02/2024,TKO
INV03837,C00691,"P00485,P00347,P00552,P00388,P00474",08/11/2024,MK
INV03838,C01646,"P00373,P00195,P00091",23/08/2024,MK
INV03839,C00136,"P00472,P00405,P00482",23/01/2024,CYB
INV03840,C00680,"P00450,P00409,P00056,P00197",31/08/2025,TKO
INV03841,C01073,"P00464,P00123",10/06/2025,CYB
INV03842,C00241,"P00505,P00336,P00317",01/05/2025,ST
INV03843,C00716,"P00273,P00129",05/03/2024,TKO
INV03844,C01419,"P00511,P00102",20/08/2025,TKO
INV03845,C01144,"P00432,P00027,P00488",30/07/2024,TKO
INV03846,C00925,"P00204,P00077,P00529,P00381,P00062",14/07/2024,MK
INV03847,C00195,"P00505,P00336,P00317,P00460,P00069",05/04/2024,TKO
INV03848,C01357,"P00147,P00239,P00025,P00256",13/01/2024,MK
INV03849,C01797,"P00505,P00336,P00317,P00211",22/10/2025,TKO
INV03850,C00923,"P00021,P00181,P00439,P00232,P00402",06/05/2025,CYB
INV03851,C01441,"P00505,P00336,P00317",18/02/2024,TKO
INV03852,C00996,"P00021,P00181,P00439",11/12/2025,CYB
INV03853,C01293,"P00144,P00117,P00530",07/09/2024,TKO
INV03854,C01726,P00007,05/05/2025,TKO
INV03855,C01502,P00346,19/07/2024,CYB
INV03856,C00435,"P00253,P00487,P00341,P00402,P00134",20/12/2025,MK
INV03857,C00395,"P00021,P00181,P00439,P00259,P00466",19/08/2025,ST
INV03858,C01804,"P00021,P00181,P00439,P00386",16/02/2024,TKO
INV03859,C01157,"P00319,P00228,P00074,P00555,P00406",25/05/2025,MK
INV03860,C00531,"P00021,P00181,P00439",05/06/2025,ST
INV03861,C00239,"P00341,P00038",31/03/2024,MK
INV03862,C01375,"P00277,P00146,P00466,P00121",12/04/2024,CYB
INV03863,C00599,"P00351,P00164,P00119,P00001,P00168",16/08/2024,CYB
INV03864,C00491,"P00021,P00181,P00439",10/02/2025,MK
INV03865,C00109,"P00021,P00181,P00439,P00428",02/05/2024,MK
INV03866,C01019,P00090,17/05/2024,TKO
INV03867,C01812,"P00178,P00307,P00574",29/07/2024,MK
INV03868,C00792,P00123,25/11/2024,MK
INV03869,C00159,"P00250,P00303,P00128",27/08/2024,CYB
INV03870,C00620,"P00259,P00344",23/10/2024,TKO
INV03871,C01099,"P00330,P00358,P00329",23/12/2024,ST
INV03872,C01623,"P00477,P00262,P00252",13/04/2025,ST
INV03873,C01179,"P00108,P00224,P00411",25/07/2024,ST
INV03874,C00284,"P00476,P00380,P00073",10/10/2025,ST
INV03875,C00962,P00547,23/11/2024,MK
INV03876,C01716,"P00041,P00430,P00029,P00033",16/11/2024,TKO
INV03877,C00174,"P00505,P00336,P00317",14/03/2024,ST
INV03878,C01546,P00062,05/10/2025,TKO
INV03879,C00204,"P00489,P00083",07/06/2025,TKO
INV03880,C00280,"P00504,P00087,P00567,P00141,P00472",04/05/2024,MK
INV03881,C01807,"P00021,P00181,P00439",01/03/2025,TKO
INV03882,C01254,"P00309,P00082",23/06/2024,CYB
INV03883,C01763,"P00505,P00336,P00317",02/05/2024,MK
INV03884,C01634,"P00013,P00325,P00420,P00145,P00424",22/02/2024,TKO
INV03885,C00279,"P00103,P00004,P00482,P00516,P00194",05/05/2025,TKO
INV03886,C01411,"P00021,P00181,P00439",19/12/2024,TKO
INV03887,C00266,"P00021,P00181,P00439,P00346,P00389",16/01/2024,TKO
INV03888,C00063,"P00538,P00279,P00422",30/01/2024,ST
INV03889,C01642,"P00505,P00336,P00317",06/01/2024,CYB
INV03890,C00383,"P00505,P00336,P00317,P00103,P00334",20/05/2025,TKO
INV03891,C01166,"P00021,P00181,P00439,P00337",03/02/2025,TKO
INV03892,C01547,P00304,10/06/2025,TKO
INV03893,C01070,P00114,19/05/2024,CYB
INV03894,C01116,P00359,03/06/2025,MK
INV03895,C00954,"P00253,P00545",15/05/2024,ST
INV03896,C01077,"P00319,P00272,P00222",12/05/2024,ST
INV03897,C00179,"P00351,P00265,P00151,P00098,P00560",25/08/2024,ST
INV03898,C00445,"P00001,P00031",07/03/2024,TKO
INV03899,C01041,P00551,07/07/2025,ST
INV03900,C00538,"P00021,P00181,P00439,P00041,P00531",26/11/2024,TKO
INV03901,C01733,"P00021,P00181,P00439",17/11/2025,MK
INV03902,C00801,"P00255,P00503",06/02/2025,TKO
INV03903,C01505,"P00094,P00475,P00307,P00374",26/10/2025,TKO
INV03904,C01124,"P00021,P00181,P00439,P00100",18/01/2024,TKO
INV03905,C00701,"P00021,P00181,P00439",07/05/2025,ST
INV03906,C00793,"P00352,P00086,P00058,P00484",17/08/2025,CYB
INV03907,C00959,"P00198,P00075,P00443,P00536,P00540",01/08/2025,ST
INV03908,C01451,P00544,27/06/2024,TKO
INV03909,C01704,"P00021,P00181,P00439,P00106,P00215",30/11/2025,MK
INV03910,C00691,"P00021,P00181,P00439,P00185,P00154",17/02/2025,ST
INV03911,C00467,"P00021,P00181,P00439,P00185,P00298",28/11/2024,MK
INV03912,C01544,"P00021,P00181,P00439",08/01/2025,ST
INV03913,C00574,"P00125,P00008",31/10/2025,TKO
INV03914,C00290,"P00122,P00282",05/04/2025,TKO
INV03915,C01434,P00476,25/08/2024,MK
INV03916,C01234,"P00505,P00336,P00317",16/06/2024,CYB
INV03917,C00324,"P00213,P00239,P00287,P00365,P00186",28/11/2025,TKO
INV03918,C00903,"P00564,P00473,P00205,P00437,P00527",07/05/2024,MK
INV03919,C01276,P00423,10/04/2025,CYB
INV03920,C01611,P00311,21/07/2025,ST
INV03921,C01491,"P00101,P00510,P00173",04/05/2024,ST
INV03922,C00019,"P00280,P00199",16/09/2024,CYB
INV03923,C00235,"P00063,P00157,P00192",25/12/2025,TKO
INV03924,C01633,"P00459,P00435,P00528,P00035,P00251",02/01/2024,MK
INV03925,C01235,"P00021,P00181,P00439,P00067",27/11/2025,ST
INV03926,C01174,"P00239,P00154,P00328,P00177,P00041",31/03/2024,TKO
INV03927,C01029,P00076,05/12/2024,TKO
INV03928,C01747,"P00021,P00181,P00439,P00329",02/09/2025,TKO
INV03929,C01354,"P00333,P00119",29/05/2025,MK
INV03930,C00054,"P00149,P00418",25/05/2025,TKO
INV03931,C01594,"P00021,P00181,P00439",17/12/2024,CYB
INV03932,C00720,"P00505,P00336,P00317",17/02/2024,ST
INV03933,C00291,P00287,09/03/2024,CYB
INV03934,C00932,"P00352,P00465,P00545,P00448,P00375",05/02/2025,MK
INV03935,C01029,"P00505,P00336,P00317,P00490",16/06/2025,ST
INV03936,C01440,"P00395,P00050,P00058",26/01/2024,ST
INV03937,C00993,"P00312,P00547,P00142,P00345,P00332",28/10/2025,ST
INV03938,C00179,"P00021,P00181,P00439",08/10/2024,CYB
INV03939,C01514,"P00058,P00035",31/10/2025,ST
INV03940,C01470,"P00254,P00091",18/01/2024,TKO
INV03941,C01343,P00009,25/06/2025,MK
INV03942,C01598,"P00505,P00336,P00317,P00232",24/09/2025,ST
INV03943,C00643,"P00021,P00181,P00439,P00241,P00543",07/01/2025,TKO
INV03944,C00794,P00020,25/11/2024,MK
INV03945,C00958,P00360,09/12/2025,ST
INV03946,C01602,"P00021,P00181,P00439,P00292,P00258",12/09/2025,TKO
INV03947,C00738,"P00505,P00336,P00317",15/03/2024,TKO
INV03948,C01630,"P00021,P00181,P00439",13/03/2025,TKO
INV03949,C01204,"P00389,P00159",14/06/2024,MK
INV03950,C00400,"P00570,P00181,P00232,P00055,P00503",15/09/2024,MK
INV03951,C01437,"P00505,P00336,P00317,P00071,P00540",24/01/2025,TKO
INV03952,C01094,"P00469,P00005,P00133,P00488,P00040",28/04/2025,CYB
INV03953,C00719,"P00505,P00336,P00317",10/10/2024,ST
INV03954,C00691,"P00317,P00398",26/11/2025,CYB
INV03955,C00041,"P00021,P00181,P00439,P00203",11/10/2024,ST
INV03956,C00933,"P00123,P00534",21/11/2024,TKO
INV03957,C00972,"P00217,P00572",06/10/2024,ST
INV03958,C01810,"P00021,P00181,P00439,P00438",20/09/2025,TKO
INV03959,C01003,P00279,06/01/2025,CYB
INV03960,C01228,"P00021,P00181,P00439,P00338",20/03/2024,ST
INV03961,C01705,"P00018,P00481,P00032,P00405",15/02/2025,TKO
INV03962,C00181,P00179,15/12/2025,TKO
INV03963,C01787,P00539,01/02/2025,ST
INV03964,C01387,P00179,20/09/2024,CYB
INV03965,C00992,"P00350,P00251,P00194,P00246,P00206",07/08/2025,TKO
INV03966,C01216,"P00187,P00289,P00224,P00064",23/03/2024,CYB
INV03967,C00827,"P00165,P00156,P00072",19/03/2024,CYB
INV03968,C00342,"P00052,P00111",12/03/2024,MK
INV03969,C00164,"P00505,P00336,P00317,P00351",30/03/2025,CYB
INV03970,C01078,"P00163,P00124",20/11/2024,CYB
INV03971,C01018,"P00505,P00336,P00317,P00127,P00153",28/06/2025,CYB
INV03972,C01368,"P00096,P00021",31/07/2024,MK
INV03973,C01568,"P00030,P00295,P00530",06/08/2024,CYB
INV03974,C01346,"P00516,P00494,P00168,P00407,P00019",11/05/2024,MK
INV03975,C00969,"P00450,P00171,P00328,P00387",04/04/2024,TKO
INV03976,C00869,"P00187,P00136,P00553,P00558,P00039",26/12/2025,MK
INV03977,C00565,"P00267,P00419,P00211,P00429",18/08/2024,TKO
INV03978,C01389,"P00143,P00096,P00358",22/11/2025,CYB
INV03979,C01711,"P00505,P00336,P00317,P00019,P00255",02/02/2025,MK
INV03980,C00941,"P00021,P00181,P00439,P00502,P00367",15/12/2025,ST
INV03981,C01456,"P00021,P00181,P00439,P00291",02/04/2024,MK
INV03982,C01295,P00195,03/01/2025,CYB
INV03983,C01634,"P00021,P00181,P00439,P00147",30/10/2025,TKO
INV03984,C00699,"P00021,P00181,P00439,P00424,P00547",20/10/2025,CYB
INV03985,C01350,"P00021,P00181,P00439,P00534",02/04/2025,ST
INV03986,C00125,"P00558,P00055",13/12/2024,CYB
INV03987,C00603,"P00505,P00336,P00317",25/11/2024,ST
INV03988,C01637,"P00505,P00336,P00317",09/03/2024,MK
INV03989,C00114,"P00383,P00454,P00164",28/11/2024,TKO
INV03990,C00233,"P00505,P00336,P00317,P00380",15/09/2024,TKO
INV03991,C01715,"P00531,P00300,P00506,P00056,P00573",17/12/2025,MK
INV03992,C01220,"P00375,P00014,P00051,P00574",13/12/2025,MK
INV03993,C00269,"P00304,P00558,P00400",07/09/2025,TKO
INV03994,C00631,"P00244,P00063,P00215,P00295,P00537",13/12/2024,ST
INV03995,C01577,"P00281,P00192",27/03/2024,TKO
INV03996,C01612,P00494,06/10/2024,TKO
INV03997,C00079,"P00248,P00028,P00547",26/04/2025,MK
INV03998,C01573,P00520,09/01/2024,MK
INV03999,C00454,"P00280,P00573,P00258,P00082,P00299",03/03/2025,ST
INV04000,C01456,"P00148,P00037,P00446,P00333,P00521",11/07/2025,TKO
INV04001,C01558,"P00505,P00336,P00317",17/02/2024,TKO
INV04002,C00234,"P00021,P00181,P00439",13/02/2025,MK
INV04003,C00789,P00284,25/03/2025,MK
INV04004,C00400,"P00505,P00336,P00317,P00117",06/06/2025,MK
INV04005,C00425,"P00101,P00528",01/12/2025,MK
INV04006,C00991,"P00505,P00336,P00317,P00161",18/07/2025,TKO
INV04007,C01416,"P00181,P00125",11/01/2024,MK
INV04008,C00603,P00239,22/02/2024,CYB
INV04009,C00708,"P00391,P00527",02/08/2025,TKO
INV04010,C01042,"P00505,P00336,P00317",24/12/2024,TKO
INV04011,C00451,"P00462,P00530,P00001,P00314",21/08/2024,ST
INV04012,C00932,"P00209,P00151,P00499,P00322",14/09/2025,TKO
INV04013,C01422,"P00021,P00181,P00439,P00140,P00060",05/09/2024,MK
INV04014,C00948,"P00505,P00336,P00317,P00309",30/07/2024,TKO
INV04015,C00243,"P00100,P00081,P00358,P00215,P00219",30/07/2024,TKO
INV04016,C01277,"P00021,P00181,P00439,P00311,P00035",10/09/2025,CYB
INV04017,C01240,"P00060,P00112,P00258,P00363,P00171",20/09/2024,CYB
INV04018,C01304,"P00021,P00181,P00439,P00500,P00440",12/05/2025,TKO
INV04019,C00908,"P00343,P00265,P00063,P00198",25/02/2024,ST
INV04020,C00259,"P00075,P00237,P00469,P00363,P00311",21/06/2025,CYB
INV04021,C01711,"P00394,P00035,P00260",24/06/2025,MK
INV04022,C00272,"P00505,P00336,P00317",04/07/2024,ST
INV04023,C00579,"P00429,P00088,P00119,P00159",05/04/2025,TKO
INV04024,C01295,P00334,11/02/2024,ST
INV04025,C01390,"P00173,P00419,P00036",25/08/2025,CYB
INV04026,C01573,"P00021,P00181,P00439,P00150,P00447",02/08/2024,MK
INV04027,C01837,"P00021,P00181,P00439",04/08/2025,ST
INV04028,C00400,"P00505,P00336,P00317,P00364",27/09/2025,CYB
INV04029,C01585,"P00304,P00282,P00402,P00489,P00479",02/01/2025,MK
INV04030,C01547,"P00013,P00451,P00151",04/06/2025,ST
INV04031,C01773,"P00113,P00556,P00441,P00460,P00368",31/07/2024,TKO
INV04032,C00522,"P00406,P00129",14/01/2024,ST
INV04033,C01819,"P00394,P00529",11/02/2024,TKO
INV04034,C00203,P00424,25/04/2024,ST
INV04035,C01694,"P00021,P00181,P00439",28/06/2024,ST
INV04036,C01210,P00377,15/04/2024,TKO
INV04037,C00141,"P00021,P00181,P00439",04/09/2024,MK
INV04038,C00909,"P00021,P00181,P00439,P00029,P00020",30/11/2024,ST
INV04039,C00691,P00264,13/06/2024,MK
INV04040,C00647,"P00021,P00181,P00439",28/07/2025,MK
INV04041,C00502,"P00505,P00336,P00317,P00420,P00372",25/11/2024,CYB
INV04042,C00027,"P00274,P00187",15/02/2024,MK
INV04043,C01256,"P00539,P00180,P00233,P00275,P00273",31/07/2024,ST
INV04044,C00375,P00574,22/03/2025,TKO
INV04045,C00931,"P00049,P00382",17/08/2025,CYB
INV04046,C00899,"P00043,P00040",01/08/2025,ST
INV04047,C00418,"P00021,P00181,P00439,P00361,P00245",18/09/2024,TKO
INV04048,C01467,"P00021,P00323,P00531",10/07/2024,MK
INV04049,C01152,P00270,12/03/2025,TKO
INV04050,C01199,P00358,09/01/2024,ST
INV04051,C01121,"P00505,P00336,P00317,P00445,P00489",01/06/2024,MK
INV04052,C01645,P00079,09/01/2025,CYB
INV04053,C00483,"P00178,P00192,P00474,P00209,P00176",04/11/2025,CYB
INV04054,C01230,"P00021,P00181,P00439",31/12/2024,ST
INV04055,C00781,"P00400,P00152,P00324",15/07/2024,TKO
INV04056,C01091,"P00505,P00336,P00317",23/04/2024,ST
INV04057,C01357,"P00021,P00181,P00439,P00049,P00146",29/07/2024,MK
INV04058,C00581,P00324,29/09/2025,MK
INV04059,C01789,"P00090,P00117,P00261",03/09/2025,MK
INV04060,C01173,"P00021,P00181,P00439,P00197,P00384",26/07/2025,TKO
INV04061,C01549,"P00505,P00336,P00317",23/06/2024,TKO
INV04062,C00715,"P00105,P00190,P00224",06/04/2025,TKO
INV04063,C01222,"P00443,P00119,P00086,P00559",16/03/2024,ST
INV04064,C01352,"P00103,P00411",25/04/2025,MK
INV04065,C01704,"P00505,P00336,P00317",19/11/2024,TKO
INV04066,C00704,"P00276,P00563,P00297,P00408",01/10/2025,CYB
INV04067,C00870,"P00420,P00230,P00358",19/10/2024,TKO
INV04068,C00986,"P00505,P00336,P00317",12/01/2025,TKO
INV04069,C00651,"P00279,P00181,P00243,P00524",30/10/2024,TKO
INV04070,C00730,"P00443,P00317,P00208,P00328,P00486",27/04/2025,ST
INV04071,C00064,"P00021,P00181,P00439,P00265",05/07/2025,ST
INV04072,C00356,P00295,17/10/2024,CYB
INV04073,C01487,"P00021,P00181,P00439,P00422,P00079",14/12/2025,CYB
INV04074,C00636,"P00021,P00181,P00439",25/02/2024,ST
INV04075,C01705,P00085,03/04/2024,CYB
INV04076,C01578,P00348,14/11/2024,ST
INV04077,C00278,"P00283,P00345,P00472,P00212",21/09/2024,ST
INV04078,C01335,"P00367,P00147,P00115",27/10/2024,ST
INV04079,C01546,"P00505,P00336,P00317,P00363",26/08/2025,MK
INV04080,C01030,"P00120,P00129,P00216,P00052,P00546",06/01/2025,ST
INV04081,C01444,"P00021,P00181,P00439,P00007",18/01/2024,MK
INV04082,C01833,"P00522,P00034,P00028",23/07/2024,TKO
INV04083,C00477,"P00071,P00431,P00410,P00514",10/04/2025,MK
INV04084,C01106,"P00066,P00291",18/02/2025,CYB
INV04085,C00172,"P00277,P00009,P00149,P00549,P00399",03/10/2025,TKO
INV04086,C00577,"P00183,P00536",04/11/2025,TKO
INV04087,C00770,P00173,27/04/2024,TKO
INV04088,C01720,"P00505,P00336,P00317,P00398",26/06/2025,CYB
INV04089,C01621,P00053,31/07/2025,CYB
INV04090,C01783,"P00228,P00237,P00056,P00162,P00266",13/09/2024,CYB
INV04091,C01345,P00038,29/08/2025,TKO
INV04092,C00320,"P00485,P00041,P00340,P00362",05/12/2025,ST
INV04093,C01617,"P00008,P00483,P00247",23/06/2024,MK
INV04094,C01418,"P00565,P00286,P00518,P00088,P00456",23/10/2025,MK
INV04095,C01433,"P00020,P00117,P00457,P00368,P00539",01/06/2024,MK
INV04096,C00908,"P00002,P00231,P00431,P00117,P00311",25/08/2025,TKO
INV04097,C00238,"P00005,P00302,P00119",13/09/2025,TKO
INV04098,C00768,"P00557,P00117,P00051",19/09/2025,MK
INV04099,C00227,"P00241,P00133,P00136",12/07/2025,CYB
INV04100,C00243,"P00459,P00157,P00311,P00136",28/08/2024,TKO
INV04101,C01405,"P00388,P00197,P00230",29/09/2025,TKO
INV04102,C00264,"P00505,P00336,P00317",14/11/2025,ST
INV04103,C00781,"P00505,P00336,P00317,P00074",03/03/2025,TKO
INV04104,C01098,"P00385,P00192,P00553,P00384",23/11/2025,CYB
INV04105,C00036,"P00505,P00336,P00317",08/04/2024,ST
INV04106,C00064,"P00244,P00298,P00389",23/03/2024,CYB
INV04107,C00773,"P00457,P00080",08/12/2025,CYB
INV04108,C01090,"P00134,P00319,P00496,P00108",15/10/2025,CYB
INV04109,C01492,"P00505,P00336,P00317,P00281",15/01/2024,ST
INV04110,C01252,"P00021,P00181,P00439,P00001,P00427",15/07/2025,TKO
INV04111,C00169,"P00512,P00095",25/03/2024,MK
INV04112,C01816,"P00021,P00181,P00439,P00311",29/06/2024,CYB
INV04113,C00719,"P00126,P00146,P00515,P00356",12/07/2025,TKO
INV04114,C00659,"P00505,P00336,P00317",26/03/2024,CYB
INV04115,C01641,"P00505,P00336,P00317,P00104,P00171",31/01/2025,MK
INV04116,C00470,"P00004,P00296,P00244,P00224",27/07/2024,CYB
INV04117,C00929,"P00021,P00181,P00439,P00243,P00097",29/12/2024,TKO
INV04118,C00021,"P00021,P00181,P00439,P00419",03/11/2024,TKO
INV04119,C01743,"P00021,P00181,P00439",13/06/2024,CYB
INV04120,C00633,"P00505,P00336,P00317,P00450,P00242",07/03/2025,TKO
INV04121,C00714,"P00505,P00336,P00317,P00425,P00365",01/03/2024,ST
INV04122,C00440,"P00505,P00336,P00317,P00231",10/02/2025,ST
INV04123,C00498,"P00011,P00402,P00024",19/08/2025,ST
INV04124,C00738,"P00378,P00529,P00232,P00143",13/10/2025,CYB
INV04125,C00202,P00382,18/10/2025,CYB
INV04126,C00088,"P00505,P00336,P00317,P00069,P00504",01/03/2024,TKO
INV04127,C00285,"P00505,P00312",22/10/2024,TKO
INV04128,C00568,"P00021,P00181,P00439",31/08/2025,TKO
INV04129,C00025,"P00505,P00336,P00317,P00123,P00455",19/10/2024,ST
INV04130,C00846,"P00398,P00070",13/02/2025,ST
INV04131,C00137,"P00505,P00336,P00317",20/12/2025,MK
INV04132,C00358,"P00102,P00068,P00358,P00456,P00362",01/01/2025,MK
INV04133,C01711,"P00269,P00538,P00454,P00006",10/05/2024,ST
INV04134,C01836,"P00505,P00336,P00317,P00060,P00362",30/06/2025,MK
INV04135,C01399,P00338,07/12/2025,CYB
INV04136,C01760,"P00447,P00570,P00319,P00131",09/02/2025,TKO
INV04137,C01404,"P00084,P00120,P00110,P00153,P00066",21/10/2025,TKO
INV04138,C01700,P00446,12/12/2024,MK
INV04139,C00861,"P00452,P00088",23/03/2025,TKO
INV04140,C01298,"P00071,P00051,P00207,P00034,P00452",24/12/2024,ST
INV04141,C01338,P00001,07/04/2024,CYB
INV04142,C01262,"P00002,P00185,P00173,P00498",08/09/2024,TKO
INV04143,C01782,"P00505,P00336,P00317,P00215,P00074",20/05/2025,MK
INV04144,C00980,"P00021,P00181,P00439",16/07/2025,ST
INV04145,C00269,"P00339,P00029",29/10/2025,ST
INV04146,C00049,"P00505,P00336,P00317,P00084",26/01/2025,CYB
INV04147,C01624,"P00187,P00111,P00038,P00295",24/12/2024,ST
INV04148,C00140,"P00192,P00545,P00084,P00142",26/11/2025,MK
INV04149,C01647,P00019,02/09/2025,MK
INV04150,C00459,"P00505,P00336,P00317,P00389,P00452",15/12/2024,TKO
INV04151,C00543,"P00179,P00236,P00235,P00164",09/02/2024,ST
INV04152,C00206,"P00505,P00336,P00317,P00183,P00473",04/04/2024,TKO
INV04153,C00080,"P00505,P00336,P00317",30/07/2024,MK
INV04154,C00955,"P00476,P00269,P00430,P00489,P00075",02/12/2024,CYB
INV04155,C01056,"P00448,P00200,P00167",19/09/2024,MK
INV04156,C00490,"P00002,P00210",04/01/2025,TKO
INV04157,C00674,"P00463,P00517,P00129,P00287",15/07/2025,CYB
INV04158,C00199,"P00021,P00181,P00439,P00020,P00239",02/09/2025,MK
INV04159,C00510,"P00505,P00336,P00317,P00303,P00029",26/08/2025,ST
INV04160,C00401,"P00021,P00181,P00439,P00534",06/01/2024,MK
INV04161,C01584,"P00021,P00181,P00439",13/09/2025,TKO
INV04162,C00319,"P00515,P00522",19/05/2025,CYB
INV04163,C00664,"P00021,P00181,P00439",28/09/2024,MK
INV04164,C01796,P00456,23/08/2025,TKO
INV04165,C01625,"P00236,P00529,P00161",24/11/2025,CYB
INV04166,C00187,"P00173,P00521,P00032,P00273",14/02/2024,CYB
INV04167,C00277,"P00391,P00228",14/12/2025,TKO
INV04168,C00970,"P00505,P00336,P00317,P00389,P00552",07/05/2025,TKO
INV04169,C01016,"P00148,P00121,P00303",20/12/2025,CYB
INV04170,C00161,"P00505,P00336,P00317",15/02/2025,MK
INV04171,C00864,"P00062,P00138,P00113,P00356,P00453",21/12/2025,MK
INV04172,C00961,P00278,02/11/2025,ST
INV04173,C00502,P00053,03/10/2024,TKO
INV04174,C00740,"P00021,P00181,P00439",22/02/2024,TKO
INV04175,C00852,"P00505,P00336,P00317,P00173,P00142",24/08/2025,TKO
INV04176,C00664,"P00456,P00236,P00160,P00468,P00191",20/01/2024,TKO
INV04177,C01618,P00417,29/09/2024,TKO
INV04178,C00183,P00278,08/02/2024,ST
INV04179,C01418,"P00459,P00318,P00382",06/09/2025,TKO
INV04180,C00874,P00460,29/11/2024,TKO
INV04181,C01796,"P00091,P00458,P00427",10/04/2025,ST
INV04182,C01489,"P00496,P00284,P00486,P00037,P00392",10/05/2024,ST
INV04183,C00444,"P00243,P00561",07/09/2025,TKO
INV04184,C00829,"P00178,P00503,P00121,P00276,P00006",12/02/2025,TKO
INV04185,C01497,"P00021,P00181,P00439,P00176,P00363",05/06/2024,TKO
INV04186,C01060,"P00567,P00111,P00294,P00555",10/03/2024,CYB
INV04187,C00235,"P00528,P00410,P00186,P00047",10/03/2025,CYB
INV04188,C01647,"P00379,P00326,P00383,P00479",16/06/2025,ST
INV04189,C01830,"P00335,P00440,P00089,P00025,P00147",09/06/2025,TKO
INV04190,C00197,"P00092,P00486",25/11/2024,CYB
INV04191,C01311,"P00038,P00128,P00227,P00433,P00465",27/12/2024,MK
INV04192,C00588,"P00143,P00406,P00282,P00227",13/10/2024,MK
INV04193,C00510,"P00455,P00532",20/04/2025,TKO
INV04194,C00968,"P00571,P00161,P00331",26/05/2024,CYB
INV04195,C01813,"P00520,P00008",07/12/2024,MK
INV04196,C01793,"P00268,P00164",06/10/2024,ST
INV04197,C01110,"P00294,P00360",15/08/2025,TKO
INV04198,C01367,"P00021,P00181,P00439,P00265,P00070",07/08/2024,MK
INV04199,C01126,"P00505,P00336,P00317",02/06/2024,CYB
INV04200,C01085,"P00021,P00181,P00439,P00419",06/09/2025,MK
INV04201,C00486,P00451,15/04/2025,CYB
INV04202,C01014,"P00484,P00440,P00460,P00122,P00523",04/01/2024,CYB
INV04203,C00969,"P00029,P00156,P00229,P00289,P00331",13/09/2024,TKO
INV04204,C01794,"P00546,P00222",08/10/2024,TKO
INV04205,C01579,"P00437,P00541",03/04/2025,CYB
INV04206,C00753,"P00505,P00336,P00317",22/08/2025,TKO
INV04207,C01833,"P00366,P00436,P00056",15/11/2024,MK
INV04208,C01029,"P00478,P00375,P00132",13/01/2025,CYB
INV04209,C01235,"P00021,P00181,P00439,P00460,P00112",20/10/2025,TKO
INV04210,C01489,"P00003,P00199,P00161,P00163",07/08/2024,ST
INV04211,C00135,"P00264,P00452",27/08/2024,TKO
INV04212,C00394,"P00021,P00181,P00439,P00226,P00182",07/10/2025,CYB
INV04213,C00484,"P00213,P00471,P00152,P00570,P00497",21/12/2025,MK
INV04214,C01712,"P00082,P00218,P00366",28/02/2024,TKO
INV04215,C00959,"P00493,P00491,P00318",29/07/2024,TKO
INV04216,C01642,"P00021,P00181,P00439,P00003",09/10/2024,CYB
INV04217,C00004,"P00505,P00336,P00317,P00009",31/12/2025,TKO
INV04218,C00831,"P00021,P00181,P00439,P00010",17/11/2025,CYB
INV04219,C00644,"P00021,P00181,P00439",25/05/2024,MK
INV04220,C00921,P00274,20/03/2024,MK
INV04221,C01107,"P00021,P00181,P00439",21/03/2025,TKO
INV04222,C00945,P00078,27/01/2025,CYB
INV04223,C01563,"P00021,P00181,P00439",09/12/2025,TKO
INV04224,C01048,"P00505,P00336,P00317",03/02/2025,CYB
INV04225,C00637,"P00021,P00181,P00439,P00483,P00028",29/12/2025,TKO
INV04226,C01429,P00004,03/06/2025,TKO
INV04227,C01716,"P00505,P00336,P00317,P00246,P00347",25/07/2025,TKO
INV04228,C00156,"P00305,P00465,P00490,P00139",16/06/2025,ST
INV04229,C00273,"P00505,P00336,P00317",22/02/2025,MK
INV04230,C00770,"P00505,P00336,P00317,P00396",14/06/2025,TKO
INV04231,C00823,P00416,04/04/2024,MK
INV04232,C00827,"P00120,P00353,P00206,P00339",09/06/2025,TKO
INV04233,C00103,"P00425,P00194,P00281,P00371,P00511",17/05/2025,ST
INV04234,C00018,"P00319,P00286",03/02/2025,TKO
INV04235,C01554,P00266,29/04/2025,MK
INV04236,C00277,P00176,18/04/2024,CYB
INV04237,C00227,"P00505,P00336,P00317",17/04/2025,TKO
INV04238,C01834,"P00329,P00517",30/08/2024,MK
INV04239,C00498,"P00533,P00552,P00085",11/02/2024,TKO
INV04240,C00636,P00191,26/06/2025,ST
INV04241,C00807,"P00505,P00336,P00317,P00281,P00270",21/06/2024,TKO
